"","REG","PROV","NOME_REGIONE","NOME_PROVINCIA","NOME_COMUNE","COD_PROVCOM","TIPO_COMUNE","CL_ETA","GE","M_15","M_16","M_17","M_18","M_19","M_20","F_15","F_16","F_17","F_18","F_19","F_20","T_15","T_16","T_17","T_18","T_19","T_20"
"409",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,16,402,0,1,0,0,0,"0",0,0,0,0,0,"0",0,1,0,0,0,"0"
"410",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,16,413,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"411",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,105,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"412",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,110,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"413",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,111,0,0,0,0,0,"0",0,1,0,0,0,"0",0,1,0,0,0,"0"
"414",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,112,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"415",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,114,0,0,0,1,1,"0",1,0,0,0,0,"0",1,0,0,1,1,"0"
"416",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,118,0,0,0,0,0,"0",0,1,0,0,0,"0",0,1,0,0,0,"0"
"417",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,128,0,0,0,0,1,"0",0,0,0,0,0,"0",0,0,0,0,1,"0"
"418",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,129,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"419",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,224,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"420",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,228,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"421",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,301,0,0,0,0,0,"2",0,0,0,0,0,"0",0,0,0,0,0,"2"
"422",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,302,1,0,0,0,0,"1",0,0,1,0,0,"0",1,0,1,0,0,"1"
"423",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,307,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"424",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,308,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"425",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,311,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"426",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,315,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"427",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,317,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"428",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,318,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"429",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,401,0,1,0,0,0,"0",0,0,0,0,0,"0",0,1,0,0,0,"0"
"430",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,402,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"431",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,403,0,0,0,0,1,"0",0,0,0,0,0,"0",0,0,0,0,1,"0"
"432",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,406,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"433",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,409,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"434",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,421,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"435",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,423,0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"436",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,424,0,0,0,0,1,"n.d.",0,1,0,0,0,"n.d.",0,1,0,0,1,"n.d."
"437",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,17,427,0,1,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"438",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,110,0,0,0,0,0,"0",0,1,0,0,0,"0",0,1,0,0,0,"0"
"439",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,116,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"440",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,124,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"441",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,126,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"442",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,127,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"443",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,130,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"444",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,204,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"445",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,208,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"446",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,209,0,0,0,0,0,"0",0,1,0,0,0,"0",0,1,0,0,0,"0"
"447",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,220,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"448",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,223,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"449",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,226,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"450",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,301,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"451",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,303,0,0,0,0,0,"1",0,0,0,0,0,"1",0,0,0,0,0,"2"
"452",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,304,0,1,0,0,0,"0",0,0,0,0,0,"0",0,1,0,0,0,"0"
"453",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,305,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"454",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,306,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"455",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,312,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"456",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,313,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"457",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,317,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"458",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,318,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"459",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,321,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"460",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,325,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"461",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,401,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"462",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,402,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"463",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,419,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"464",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,421,0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d.",0,0,0,0,1,"n.d."
"465",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,424,0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d.",0,0,0,0,1,"n.d."
"466",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,18,429,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"467",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,102,0,0,0,0,0,"0",2,0,0,0,0,"0",2,0,0,0,0,"0"
"468",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,105,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"469",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,111,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"470",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,112,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"471",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,120,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"472",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,121,0,0,0,0,0,"0",0,1,0,0,0,"0",0,1,0,0,0,"0"
"473",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,125,0,0,0,0,1,"0",0,0,0,0,0,"0",0,0,0,0,1,"0"
"474",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,127,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"475",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,204,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"476",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,205,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"477",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,212,0,1,0,0,0,"0",0,0,0,0,0,"0",0,1,0,0,0,"0"
"478",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,302,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"479",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,304,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"480",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,305,0,0,1,0,0,"0",0,0,0,0,0,"0",0,0,1,0,0,"0"
"481",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,310,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"482",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,311,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"483",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,315,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"484",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,318,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"485",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,319,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"486",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,326,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"487",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,327,0,1,0,0,0,"0",0,0,0,0,0,"0",0,1,0,0,0,"0"
"488",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,328,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"489",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,330,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"490",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,405,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"491",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,407,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"492",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,412,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"493",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,19,416,0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,0,0,1,0,"n.d."
"494",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,20,112,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"495",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,20,113,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"496",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,20,213,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"497",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,20,220,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"498",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,20,224,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"499",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,20,311,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"500",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,20,313,0,0,0,0,0,"0",0,0,0,0,1,"1",0,0,0,0,1,"1"
"501",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,20,318,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"502",3,98,"Lombardia","Lodi","Castiglione d'Adda",98014,1,20,407,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"503",3,98,"Lombardia","Lodi","Codogno",98019,1,0,118,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"504",3,98,"Lombardia","Lodi","Codogno",98019,1,9,125,0,0,1,0,0,"0",0,0,0,0,0,"0",0,0,1,0,0,"0"
"505",3,98,"Lombardia","Lodi","Codogno",98019,1,9,228,0,1,0,0,0,"0",0,0,0,0,0,"0",0,1,0,0,0,"0"
"506",3,98,"Lombardia","Lodi","Codogno",98019,1,9,330,0,0,0,0,1,"0",0,0,0,0,0,"0",0,0,0,0,1,"0"
"507",3,98,"Lombardia","Lodi","Codogno",98019,1,10,316,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"508",3,98,"Lombardia","Lodi","Codogno",98019,1,10,330,0,0,0,0,0,"0",0,1,0,0,0,"0",0,1,0,0,0,"0"
"509",3,98,"Lombardia","Lodi","Codogno",98019,1,11,114,0,0,0,0,1,"0",0,0,0,0,0,"0",0,0,0,0,1,"0"
"510",3,98,"Lombardia","Lodi","Codogno",98019,1,11,117,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"511",3,98,"Lombardia","Lodi","Codogno",98019,1,11,127,0,0,0,0,1,"0",0,0,0,0,0,"0",0,0,0,0,1,"0"
"512",3,98,"Lombardia","Lodi","Codogno",98019,1,11,304,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"513",3,98,"Lombardia","Lodi","Codogno",98019,1,11,315,0,0,1,0,0,"0",0,0,0,0,0,"0",0,0,1,0,0,"0"
"514",3,98,"Lombardia","Lodi","Codogno",98019,1,12,115,0,0,0,0,0,"0",0,1,0,0,0,"0",0,1,0,0,0,"0"
"515",3,98,"Lombardia","Lodi","Codogno",98019,1,12,206,0,0,0,0,1,"0",0,0,0,0,0,"0",0,0,0,0,1,"0"
"516",3,98,"Lombardia","Lodi","Codogno",98019,1,12,218,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"517",3,98,"Lombardia","Lodi","Codogno",98019,1,12,303,0,0,0,0,1,"0",0,0,0,0,0,"0",0,0,0,0,1,"0"
"518",3,98,"Lombardia","Lodi","Codogno",98019,1,12,310,0,0,1,0,0,"1",0,0,0,0,0,"0",0,0,1,0,0,"1"
"519",3,98,"Lombardia","Lodi","Codogno",98019,1,12,327,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"520",3,98,"Lombardia","Lodi","Codogno",98019,1,12,401,0,0,0,0,1,"0",0,0,0,0,0,"0",0,0,0,0,1,"0"
"521",3,98,"Lombardia","Lodi","Codogno",98019,1,12,407,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"522",3,98,"Lombardia","Lodi","Codogno",98019,1,12,419,0,1,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"523",3,98,"Lombardia","Lodi","Codogno",98019,1,12,421,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"524",3,98,"Lombardia","Lodi","Codogno",98019,1,13,104,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"525",3,98,"Lombardia","Lodi","Codogno",98019,1,13,107,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"526",3,98,"Lombardia","Lodi","Codogno",98019,1,13,111,0,0,1,0,0,"0",0,0,0,0,0,"0",0,0,1,0,0,"0"
"527",3,98,"Lombardia","Lodi","Codogno",98019,1,13,114,0,0,0,0,1,"0",0,0,0,0,0,"0",0,0,0,0,1,"0"
"528",3,98,"Lombardia","Lodi","Codogno",98019,1,13,115,0,1,0,0,0,"0",0,0,0,0,0,"0",0,1,0,0,0,"0"
"529",3,98,"Lombardia","Lodi","Codogno",98019,1,13,118,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"530",3,98,"Lombardia","Lodi","Codogno",98019,1,13,121,0,0,0,0,0,"0",0,1,0,0,0,"0",0,1,0,0,0,"0"
"531",3,98,"Lombardia","Lodi","Codogno",98019,1,13,128,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"532",3,98,"Lombardia","Lodi","Codogno",98019,1,13,129,0,0,1,0,0,"0",0,0,0,0,0,"0",0,0,1,0,0,"0"
"533",3,98,"Lombardia","Lodi","Codogno",98019,1,13,201,0,0,0,1,0,"0",0,0,1,0,0,"0",0,0,1,1,0,"0"
"534",3,98,"Lombardia","Lodi","Codogno",98019,1,13,216,0,1,0,0,0,"0",0,0,0,0,0,"0",0,1,0,0,0,"0"
"535",3,98,"Lombardia","Lodi","Codogno",98019,1,13,221,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"536",3,98,"Lombardia","Lodi","Codogno",98019,1,13,225,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"537",3,98,"Lombardia","Lodi","Codogno",98019,1,13,322,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"538",3,98,"Lombardia","Lodi","Codogno",98019,1,13,402,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"539",3,98,"Lombardia","Lodi","Codogno",98019,1,13,403,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"540",3,98,"Lombardia","Lodi","Codogno",98019,1,13,414,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"541",3,98,"Lombardia","Lodi","Codogno",98019,1,14,103,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"542",3,98,"Lombardia","Lodi","Codogno",98019,1,14,107,0,1,0,0,0,"0",0,0,0,0,0,"0",0,1,0,0,0,"0"
"543",3,98,"Lombardia","Lodi","Codogno",98019,1,14,118,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"544",3,98,"Lombardia","Lodi","Codogno",98019,1,14,122,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"545",3,98,"Lombardia","Lodi","Codogno",98019,1,14,205,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"546",3,98,"Lombardia","Lodi","Codogno",98019,1,14,208,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"547",3,98,"Lombardia","Lodi","Codogno",98019,1,14,219,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"548",3,98,"Lombardia","Lodi","Codogno",98019,1,14,222,0,1,0,0,0,"0",0,0,0,0,0,"0",0,1,0,0,0,"0"
"549",3,98,"Lombardia","Lodi","Codogno",98019,1,14,223,0,0,1,0,0,"0",0,0,0,0,1,"0",0,0,1,0,1,"0"
"550",3,98,"Lombardia","Lodi","Codogno",98019,1,14,304,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"551",3,98,"Lombardia","Lodi","Codogno",98019,1,14,305,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"552",3,98,"Lombardia","Lodi","Codogno",98019,1,14,307,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"553",3,98,"Lombardia","Lodi","Codogno",98019,1,14,312,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"554",3,98,"Lombardia","Lodi","Codogno",98019,1,14,313,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"555",3,98,"Lombardia","Lodi","Codogno",98019,1,14,314,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"556",3,98,"Lombardia","Lodi","Codogno",98019,1,14,316,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"557",3,98,"Lombardia","Lodi","Codogno",98019,1,14,319,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"558",3,98,"Lombardia","Lodi","Codogno",98019,1,14,324,0,1,0,0,0,"1",0,0,0,0,0,"0",0,1,0,0,0,"1"
"559",3,98,"Lombardia","Lodi","Codogno",98019,1,14,327,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"560",3,98,"Lombardia","Lodi","Codogno",98019,1,14,328,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"561",3,98,"Lombardia","Lodi","Codogno",98019,1,14,412,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"562",3,98,"Lombardia","Lodi","Codogno",98019,1,14,425,0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"563",3,98,"Lombardia","Lodi","Codogno",98019,1,15,101,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"564",3,98,"Lombardia","Lodi","Codogno",98019,1,15,103,0,0,1,0,0,"0",0,0,0,0,0,"0",0,0,1,0,0,"0"
"565",3,98,"Lombardia","Lodi","Codogno",98019,1,15,106,1,0,1,0,0,"0",0,0,0,0,0,"0",1,0,1,0,0,"0"
"566",3,98,"Lombardia","Lodi","Codogno",98019,1,15,107,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"567",3,98,"Lombardia","Lodi","Codogno",98019,1,15,108,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"568",3,98,"Lombardia","Lodi","Codogno",98019,1,15,109,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"569",3,98,"Lombardia","Lodi","Codogno",98019,1,15,120,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"570",3,98,"Lombardia","Lodi","Codogno",98019,1,15,122,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"571",3,98,"Lombardia","Lodi","Codogno",98019,1,15,123,0,0,0,0,0,"2",0,0,0,0,0,"0",0,0,0,0,0,"2"
"572",3,98,"Lombardia","Lodi","Codogno",98019,1,15,127,0,0,0,0,0,"0",0,1,1,0,0,"0",0,1,1,0,0,"0"
"573",3,98,"Lombardia","Lodi","Codogno",98019,1,15,128,0,0,0,1,0,"1",0,0,0,0,0,"0",0,0,0,1,0,"1"
"574",3,98,"Lombardia","Lodi","Codogno",98019,1,15,129,0,0,1,0,1,"0",0,0,0,0,0,"0",0,0,1,0,1,"0"
"575",3,98,"Lombardia","Lodi","Codogno",98019,1,15,201,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"576",3,98,"Lombardia","Lodi","Codogno",98019,1,15,206,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"577",3,98,"Lombardia","Lodi","Codogno",98019,1,15,208,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"578",3,98,"Lombardia","Lodi","Codogno",98019,1,15,209,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"579",3,98,"Lombardia","Lodi","Codogno",98019,1,15,212,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"580",3,98,"Lombardia","Lodi","Codogno",98019,1,15,215,0,0,0,0,1,"0",0,0,0,0,0,"0",0,0,0,0,1,"0"
"581",3,98,"Lombardia","Lodi","Codogno",98019,1,15,225,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"582",3,98,"Lombardia","Lodi","Codogno",98019,1,15,302,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"583",3,98,"Lombardia","Lodi","Codogno",98019,1,15,307,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"584",3,98,"Lombardia","Lodi","Codogno",98019,1,15,309,0,0,0,0,0,"1",0,0,0,0,0,"1",0,0,0,0,0,"2"
"585",3,98,"Lombardia","Lodi","Codogno",98019,1,15,310,0,0,0,0,1,"1",0,0,1,0,0,"0",0,0,1,0,1,"1"
"586",3,98,"Lombardia","Lodi","Codogno",98019,1,15,311,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"587",3,98,"Lombardia","Lodi","Codogno",98019,1,15,315,0,0,0,1,0,"1",0,0,0,0,0,"0",0,0,0,1,0,"1"
"588",3,98,"Lombardia","Lodi","Codogno",98019,1,15,316,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
